epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,530.053,1.47474,0.66984,0.90895,0.97101,0.97561,0.97673,0.50705,1.70666,0.70307,0.92139,0.00147332,0.00147332,0.00147332
135,534.007,1.34198,0.63316,0.88642,0.96951,0.97561,0.97671,0.52485,1.62906,0.69306,0.90758,0.00146936,0.00146936,0.00146936
136,538.36,1.36157,0.63159,0.88849,0.97105,0.97561,0.98002,0.55479,1.43821,0.6851,0.87457,0.0014654,0.0014654,0.0014654
137,543.058,1.3275,0.66987,0.85945,0.96892,0.97561,0.97887,0.57654,1.3859,0.67213,0.86366,0.00146144,0.00146144,0.00146144
138,546.93,1.37473,0.67674,0.87825,0.96476,0.97561,0.97268,0.56743,1.42521,0.68488,0.87014,0.00145748,0.00145748,0.00145748
139,550.822,1.2785,0.65699,0.88263,0.95225,0.97561,0.97599,0.53274,1.53895,0.71584,0.88656,0.00145352,0.00145352,0.00145352
140,555.097,1.42502,0.66676,0.90631,0.92352,0.95122,0.9534,0.5118,1.56447,0.75442,0.89945,0.00144956,0.00144956,0.00144956
141,558.774,1.41743,0.65084,0.88622,0.97042,0.97561,0.97307,0.55284,1.49832,0.70566,0.8852,0.0014456,0.0014456,0.0014456
142,562.351,1.44129,0.65631,0.89047,0.97113,0.97561,0.97679,0.55075,1.45651,0.68536,0.87861,0.00144164,0.00144164,0.00144164
143,566.058,1.40194,0.67468,0.88246,0.97403,0.97561,0.9773,0.54966,1.4712,0.6949,0.88591,0.00143768,0.00143768,0.00143768
144,570.808,1.44273,0.66707,0.88183,0.94974,0.97561,0.9776,0.52065,1.60667,0.71656,0.90404,0.00143372,0.00143372,0.00143372
145,575.485,1.47499,0.68886,0.87285,0.98801,0.97561,0.97784,0.53733,1.56259,0.72027,0.89516,0.00142976,0.00142976,0.00142976
146,580.383,1.34961,0.63689,0.88466,0.98716,0.97561,0.9776,0.54015,1.50757,0.69575,0.88666,0.0014258,0.0014258,0.0014258
147,584.685,1.36019,0.6422,0.86808,0.99075,0.97561,0.97746,0.53365,1.49529,0.68472,0.88854,0.00142184,0.00142184,0.00142184
148,588.711,1.35181,0.63103,0.89008,0.99084,0.97561,0.97715,0.51709,1.51569,0.68554,0.89193,0.00141788,0.00141788,0.00141788
149,592.553,1.3585,0.63927,0.90589,0.98965,0.97561,0.97718,0.54466,1.45985,0.69338,0.87625,0.00141392,0.00141392,0.00141392
150,596.562,1.37839,0.61301,0.88335,0.98987,0.97561,0.9775,0.52341,1.49855,0.71636,0.87816,0.00140996,0.00140996,0.00140996
151,601.785,1.34863,0.61524,0.88201,0.96584,0.95122,0.95605,0.55224,1.46041,0.67586,0.88045,0.001406,0.001406,0.001406
152,606.803,1.38532,0.62989,0.87572,0.96533,0.95122,0.95856,0.57358,1.42601,0.67292,0.87456,0.00140204,0.00140204,0.00140204
153,612.168,1.31317,0.65597,0.88651,0.97943,0.97561,0.97796,0.56804,1.41316,0.65563,0.87058,0.00139808,0.00139808,0.00139808
154,617.439,1.38326,0.63037,0.87152,0.97317,0.97561,0.97791,0.54611,1.558,0.66311,0.88796,0.00139412,0.00139412,0.00139412
155,622.039,1.42592,0.65195,0.89347,0.94977,0.97561,0.97659,0.52373,1.62765,0.67077,0.89936,0.00139016,0.00139016,0.00139016
156,626.274,1.46216,0.66303,0.8834,0.95588,0.95122,0.97777,0.55671,1.46857,0.62761,0.87828,0.0013862,0.0013862,0.0013862
157,630.454,1.29033,0.62624,0.87883,0.99365,0.95122,0.97789,0.56983,1.44683,0.63655,0.87461,0.00138224,0.00138224,0.00138224
158,634.663,1.33443,0.62149,0.86894,1,0.94853,0.9778,0.57151,1.48621,0.65351,0.88005,0.00137828,0.00137828,0.00137828
159,638.923,1.29094,0.61748,0.8623,0.99757,0.95122,0.97786,0.56033,1.54716,0.65024,0.88708,0.00137432,0.00137432,0.00137432
160,643.044,1.29086,0.62273,0.9025,0.9902,0.95122,0.97757,0.55778,1.53636,0.66902,0.87952,0.00137036,0.00137036,0.00137036
161,647.268,1.38764,0.61754,0.88612,0.9812,0.95122,0.9776,0.54586,1.52607,0.66885,0.87926,0.0013664,0.0013664,0.0013664
162,651.878,1.24893,0.59511,0.88551,0.95039,0.92683,0.97621,0.52806,1.54751,0.68554,0.88619,0.00136244,0.00136244,0.00136244
163,655.89,1.32947,0.63257,0.87348,0.95213,0.97026,0.97754,0.541,1.53637,0.66696,0.88295,0.00135848,0.00135848,0.00135848
164,661.139,1.26504,0.59902,0.85229,1,0.93681,0.97751,0.56204,1.50241,0.64843,0.88282,0.00135452,0.00135452,0.00135452
165,665.75,1.30676,0.6242,0.85318,1,0.94867,0.97584,0.5689,1.49789,0.63999,0.88402,0.00135056,0.00135056,0.00135056
166,670.462,1.26013,0.60341,0.87754,0.9916,0.95122,0.97695,0.55383,1.50054,0.65121,0.88401,0.0013466,0.0013466,0.0013466
167,675.105,1.46952,0.65389,0.89908,0.95681,0.95122,0.97636,0.50841,1.63537,0.73141,0.90288,0.00134264,0.00134264,0.00134264
168,679.533,1.28037,0.6215,0.87887,0.93373,0.95122,0.97288,0.52702,1.59961,0.72289,0.89576,0.00133868,0.00133868,0.00133868
169,683.896,1.28432,0.60898,0.84991,0.93456,0.95122,0.97085,0.54871,1.57276,0.71373,0.891,0.00133472,0.00133472,0.00133472
170,688.347,1.27576,0.61542,0.86731,0.95231,0.97408,0.96885,0.54442,1.60768,0.70042,0.89466,0.00133076,0.00133076,0.00133076
171,693.051,1.29121,0.58892,0.86383,0.96021,0.97561,0.96986,0.53563,1.60704,0.68691,0.8943,0.0013268,0.0013268,0.0013268
172,697.685,1.32965,0.60661,0.8973,0.95911,0.95122,0.97703,0.5522,1.48926,0.63563,0.87784,0.00132284,0.00132284,0.00132284
173,701.283,1.33393,0.59654,0.87363,0.94577,0.97561,0.97399,0.55273,1.51134,0.64005,0.879,0.00131888,0.00131888,0.00131888
174,705.151,1.36214,0.63413,0.89593,0.95028,0.97561,0.97141,0.53347,1.57519,0.66616,0.88846,0.00131492,0.00131492,0.00131492
175,708.926,1.33583,0.59254,0.88125,0.92957,0.97561,0.96432,0.52919,1.62259,0.6824,0.89912,0.00131096,0.00131096,0.00131096
176,712.735,1.22935,0.58544,0.87958,0.97739,0.97561,0.97795,0.5613,1.52747,0.65075,0.88357,0.001307,0.001307,0.001307
177,716.758,1.31242,0.58778,0.87266,0.98033,0.97561,0.97842,0.54337,1.51204,0.63783,0.8779,0.00130304,0.00130304,0.00130304
178,720.816,1.25129,0.57561,0.87844,0.96567,0.97561,0.97827,0.54509,1.54868,0.6581,0.88309,0.00129908,0.00129908,0.00129908
179,725.118,1.27423,0.5809,0.84925,0.97009,0.97561,0.97839,0.54607,1.55963,0.67051,0.88692,0.00129512,0.00129512,0.00129512
